trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.01, 'e': 0.0040058479420904168}",20,5,22.477978012594942,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.01, 'e': 0.0039659890890910649}",20,15,3.950126637246578,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.01, 'e': 0.0039265268383056242}",20,16,6.625311632938675,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.01, 'e': 0.0038874572434761303}",25,8,24.095190651625938,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.01, 'e': 0.0038487763976105395}",20,12,16.69626575357613,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.01, 'e': 0.003810480432592037}",25,12,22.763594814313585,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.01, 'e': 0.0037725655187922052}",25,13,15.13338998519108,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.01, 'e': 0.0037350278646880674}",20,3,26.965545603328174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.01, 'e': 0.003697863716482929}",20,12,13.37979894959286,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.01, 'e': 0.0036610693577310053}",20,14,10.360337771343266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.01, 'e': 0.0036246411089657558}",20,15,7.528983709774117,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.01, 'e': 0.0035885753273319477}",25,17,18.0677239110394,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.01, 'e': 0.0035528684062213619}",20,12,13.44957447708075,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.01, 'e': 0.0035175167749121284}",20,12,15.303845605633882,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.01, 'e': 0.0034825168982116632}",20,10,16.43196707673477,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.01, 'e': 0.0034478652761031265}",20,0,30.45422891259201,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
568,False,"{'a': 0.01, 'e': 0.0034135584433954303}",25,13,11.097128414477218,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
569,False,"{'a': 0.01, 'e': 0.0033795929693767124}",20,15,8.269333031196243,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
570,False,"{'a': 0.01, 'e': 0.003345965457471272}",25,13,18.077204160622294,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.01, 'e': 0.0033126725448998926}",30,12,15.13916549054948,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
572,False,"{'a': 0.01, 'e': 0.003279710902343573}",30,16,19.471133586235,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.01, 'e': 0.0032470772336105863}",25,5,31.116519535488635,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.01, 'e': 0.00321476827530687}",20,6,25.145038232079663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.01, 'e': 0.0031827807965096669}",25,17,12.60954535207425,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.01, 'e': 0.0031511115984444414}",30,13,16.028269940396576,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
577,False,"{'a': 0.01, 'e': 0.0031197575141649922}",20,0,25.45087886053738,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
578,False,"{'a': 0.01, 'e': 0.0030887154082367687}",30,16,26.542734418260054,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.01, 'e': 0.0030579821764233073}",25,16,20.865647429337166,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
580,False,"{'a': 0.01, 'e': 0.0030275547453758153}",30,15,23.45402336947771,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.01, 'e': 0.0029974300723258286}",25,0,32.410405269814234,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
582,False,"{'a': 0.01, 'e': 0.0029676051447809441}",25,16,12.051314417840072,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.01, 'e': 0.0029380769802235503}",20,9,19.87114442864593,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
584,False,"{'a': 0.01, 'e': 0.0029088426258125841}",20,5,29.093356442222223,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
585,False,"{'a': 0.01, 'e': 0.0028798991580882404}",20,10,20.893461753335874,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.01, 'e': 0.0028512436826796323}",35,23,19.945802256142517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.01, 'e': 0.0028228733340153363}",30,9,37.43558945488593,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.01, 'e': 0.0027947852750368437}",20,10,16.729783653128774,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.01, 'e': 0.0027669766969148509}",25,13,22.014009718004182,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.01, 'e': 0.0027394448187683684}",20,14,13.220169817114346,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.01, 'e': 0.0027121868873866434}",20,14,12.443809515777303,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
592,False,"{'a': 0.01, 'e': 0.0026852001769538205}",35,12,34.54938286399411,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.01, 'e': 0.0026584819887763671}",20,14,11.352476084386142,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.01, 'e': 0.0026320296510131984}",20,12,12.432214711258743,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
595,False,"{'a': 0.01, 'e': 0.0026058405184084983}",25,8,30.93783123402595,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.01, 'e': 0.0025799119720271799}",30,4,46.51184652556893,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
597,False,"{'a': 0.01, 'e': 0.0025542414189929983}",35,11,36.58032054301829,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.01, 'e': 0.0025288262922292556}",20,13,14.710545542255755,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
599,False,"{'a': 0.01, 'e': 0.0025036640502020999}",25,13,21.29457951140845,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
600,False,"{'a': 0.01, 'e': 0.0024787521766663585}",20,2,26.12805851530564,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
601,False,"{'a': 0.01, 'e': 0.002454088180413917}",20,14,10.293978682142992,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
602,False,"{'a': 0.01, 'e': 0.0024296695950245953}",30,13,27.828299796860453,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.01, 'e': 0.0024054939786195095}",25,0,35.71257954081518,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
604,False,"{'a': 0.01, 'e': 0.0023815589136168707}",20,12,15.651111114900523,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
605,False,"{'a': 0.01, 'e': 0.0023578620064902329}",25,13,17.771101966742545,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
606,False,"{'a': 0.01, 'e': 0.002334400887529133}",20,2,25.758866584915225,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
607,False,"{'a': 0.01, 'e': 0.0023111732106021292}",25,11,23.10408713648559,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.01, 'e': 0.0022881766529221693}",20,5,24.504146042755725,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
609,False,"{'a': 0.01, 'e': 0.002265408914814322}",30,3,42.187517776770974,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
610,False,"{'a': 0.01, 'e': 0.0022428677194858012}",20,3,24.881358672525533,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.01, 'e': 0.0022205508127982939}",20,4,20.029294967916332,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.01, 'e': 0.0021984559630425313}",25,0,31.823387821933885,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
613,False,"{'a': 0.01, 'e': 0.0021765809607151255}",30,8,22.128917578568196,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
614,False,"{'a': 0.01, 'e': 0.0021549236182976132}",25,20,7.7639528829724025,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
615,False,"{'a': 0.01, 'e': 0.0021334817700377081}",25,17,12.380719809411847,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
616,False,"{'a': 0.01, 'e': 0.0021122532717327142}",25,10,22.200396914306012,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
617,False,"{'a': 0.01, 'e': 0.0020912360005151103}",25,5,33.15678232315267,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.01, 'e': 0.0020704278546402606}",25,7,29.53219720551767,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
619,False,"{'a': 0.01, 'e': 0.002049826753276235}",25,16,15.030455133655408,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
620,False,"{'a': 0.01, 'e': 0.002029430636295734}",20,0,27.55727621264128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.01, 'e': 0.0020092374640700602}",30,11,31.295511429953713,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
622,False,"{'a': 0.01, 'e': 0.0019892452172651635}",20,4,23.64936971890853,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
623,False,"{'a': 0.01, 'e': 0.0019694518966397014}",20,7,21.825492236528852,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.01, 'e': 0.0019498555228451206}",20,7,24.779004165558792,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
625,False,"{'a': 0.01, 'e': 0.0019304541362277093}",20,10,17.85280586427697,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
626,False,"{'a': 0.01, 'e': 0.0019112457966326377}",35,23,22.78662003427202,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
627,False,"{'a': 0.01, 'e': 0.0018922285832099379}",20,8,20.518294565244428,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.01, 'e': 0.0018734005942224233}",25,13,18.314451487868308,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.01, 'e': 0.0018547599468555032}",25,3,40.998875465143925,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
630,False,"{'a': 0.01, 'e': 0.0018363047770289071}",30,10,32.99626623931923,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
631,False,"{'a': 0.01, 'e': 0.0018180332392102713}",25,5,32.88249284400748,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.01, 'e': 0.0017999435062305911}",25,18,13.949704174209934,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.0017820337691014916}",20,8,18.90497262021578,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.0017643022368343355}",25,17,14.779807573488355,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
635,False,"{'a': 0.01, 'e': 0.0017467471362611182}",20,6,21.979355748153036,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.0017293667118571557}",25,17,15.29886339634368,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.0017121592255655228}",30,7,29.85168089677748,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.0016951229566232505}",25,0,36.38869575164398,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
639,False,"{'a': 0.01, 'e': 0.0016782562013892464}",20,13,13.28096918331073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.0016615572731739339}",20,1,27.326658196339327,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.0016450245020705747}",25,18,13.293499679506365,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.0016286562347882806}",20,9,17.806062490877284,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.0016124508344866836}",20,9,20.632160445518288,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.0015964066806122474}",25,18,9.105730850502766,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.0015805221687362171}",25,1,40.625679807221246,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.0015647957103941666}",25,11,21.625066638119627,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
647,False,"{'a': 0.01, 'e': 0.0015492257329271562}",35,24,16.945580605231758,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.001533810679324463}",20,7,23.440385416843196,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.0015185490080678835}",20,2,23.45828673387274,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.01, 'e': 0.0015034391929775724}",35,12,38.4152572180044,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.0014884797230594294}",25,0,38.02770612142144,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
652,False,"{'a': 0.01, 'e': 0.0014736691023539948}",25,12,20.927569264220747,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.0014590058497868585}",30,16,27.460048588132775,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.0014444884990205433}",20,8,23.0176877761897,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.0014301155983078744}",20,0,31.572684686720137,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
656,False,"{'a': 0.01, 'e': 0.0014158857103468022}",20,9,14.738062271965873,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.0014017974121366744}",20,10,16.82412753401613,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.0013878492948359289}",20,9,19.121564634858828,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.0013740399636212118}",35,19,32.8760761877907,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.0013603680375478928}",20,10,21.5036651457726,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.0013468321494119735}",20,0,20.90000682294984,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
662,False,"{'a': 0.01, 'e': 0.0013334309456133593}",30,22,13.211105769280213,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.0013201630860205026}",20,3,29.244428620590742,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.0013070272438363863}",20,11,15.879733152578618,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.001294022105465848}",20,8,17.4090614065254,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.01, 'e': 0.0012811463703842113}",30,19,20.612548425539078,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.0012683987510072388}",20,15,8.187729853665745,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.0012557779725623694}",20,12,15.968351781079207,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
669,False,"{'a': 0.01, 'e': 0.0012432827729612404}",20,16,7.4609301139271045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.001230911902673481}",20,9,19.84089671051219,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.0012186641246017523}",35,25,14.417967327026805,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
672,False,"{'a': 0.01, 'e': 0.0012065382139580404}",20,9,11.551536262150229,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.0011945329581411752}",30,19,19.165190028056298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.0011826471566155727}",30,0,36.752961991986155,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
675,False,"{'a': 0.01, 'e': 0.0011708796207911744}",30,15,28.79375520996024,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.0011592291739045914}",20,16,3.75338513110352,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.0011476946509014253}",20,8,19.91651316061346,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.0011362748983197658}",25,11,20.716798554442978,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.01, 'e': 0.0011249687741748374}",25,15,17.885949218604004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.0011137751478448032}",20,4,24.152992906691868,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
681,False,"{'a': 0.01, 'e': 0.0011026928999577018}",20,8,18.206586596601024,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.0010917209222795108}",20,0,24.107440341748593,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
683,False,"{'a': 0.01, 'e': 0.0010808581176033184}",30,0,45.833558541597455,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
684,False,"{'a': 0.01, 'e': 0.0010701033996396044}",20,12,15.487327165304519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
685,False,"{'a': 0.01, 'e': 0.0010594556929076091}",25,17,17.404339836503574,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.0010489139326277882}",25,17,12.46097160680009,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.0010384770646153282}",25,20,10.44749354450123,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.0010281440451747298}",25,1,36.84456348565062,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.0010179138409954376}",20,0,28.10571090721729,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
690,False,"{'a': 0.01, 'e': 0.0010077854290485105}",20,3,22.430304793642716,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
691,False,"{'a': 0.01, 'e': 0.00099775779648431204}",25,8,22.022960757862997,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.00098782994053122947}",25,14,18.6112336206056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.00097800086839539458}",25,15,-20.857271911967526,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
694,False,"{'a': 0.01, 'e': 0.00096826959716140172}",20,16,6.38317118604682,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.00095863515369401986}",30,4,37.72453623276396,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.00094909657454087274}",20,16,8.17599243797628,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.01, 'e': 0.00093965290583609615}",20,3,26.150392046068667,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.00093030320320494902}",30,17,25.51417347297999,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.00092104653166937846}",25,10,24.951679995662573,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.00091188196555451624}",20,12,13.819349535478603,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.00090280858839611358}",20,11,14.028494383347057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.00089382549284889267}",20,0,31.779404892119885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
703,False,"{'a': 0.01, 'e': 0.00088493178059581459}",20,1,30.994757255245943,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.00087612656225824167}",25,18,13.024399763147706,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.00086740895730700251}",30,22,12.478528413310398,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.00085877809397433649}",20,4,23.791049068852256,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.01, 'e': 0.00085023310916671944}",20,6,25.094404853502578,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.00084177314837854901}",25,19,10.974003033882784,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.00083339736560669644}",20,0,28.688887246702595,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.01, 'e': 0.00082510492326590384}",20,5,23.571944435808046,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.00081689499210502831}",20,0,27.562777448254465,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
712,False,"{'a': 0.01, 'e': 0.00080876675112411141}",25,4,31.336759825954378,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 0.0008007193874922814}",20,0,25.388833117000495,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
714,False,"{'a': 0.01, 'e': 0.00079275209646646836}",20,2,29.76070255343342,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.00078486408131093165}",30,12,23.36601375691368,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.00077705455321758156}",20,0,24.53004875887439,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
717,False,"{'a': 0.01, 'e': 0.00076932273122710081}",20,6,21.718882561385374,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.00076166784215084726}",30,20,21.98889166641006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.00075408912049353333}",20,14,11.17898958501586,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.0007465858083766792}",25,16,17.080187757511194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.00073915715546281964}",25,10,24.76884197544618,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.00073180241888047277}",20,16,5.380717457797656,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.00072452086314985062}",30,20,18.704189187549048,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.00071731176010931348}",20,0,29.442082824626706,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.01, 'e': 0.00071017438884254903}",20,5,17.76203034760131,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.00070310803560648285}",20,16,9.852235334453812,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.00069611199375990208}",20,16,5.653170164538858,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.00068918556369279311}",25,17,14.163347735448145,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.01, 'e': 0.00068232805275637658}",25,15,18.95502613535791,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.00067553877519384439}",25,12,21.798116623089314,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.00066881705207178172}",30,18,22.37866089720434,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.01, 'e': 0.00066216221121227639}",25,20,5.797847874471543,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.00065557358712569583}",20,7,20.27516806952375,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.01, 'e': 0.0006490505209441411}",35,22,24.56118436610555,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
